dataset,seed,condition,method,nir
Wessels,2,GATA2+IKZF1,WitnessCell_v14,0.9814814814814815
Wessels,2,GATA2+RCOR1,WitnessCell_v14,1.0
Wessels,2,GFI1+RCOR1,WitnessCell_v14,0.9074074074074074
Wessels,2,GSE1+IKZF1,WitnessCell_v14,0.8888888888888888
Wessels,2,GSE1+RCOR1,WitnessCell_v14,0.9629629629629629
Wessels,2,HDAC3+IKZF1,WitnessCell_v14,0.8148148148148148
Wessels,2,IKZF1+INTS1,WitnessCell_v14,0.5740740740740741
Wessels,2,IKZF1+KDM1A,WitnessCell_v14,0.9629629629629629
Wessels,2,IKZF1+MED24,WitnessCell_v14,0.8888888888888888
Wessels,2,IKZF1+SMARCD1,WitnessCell_v14,0.9814814814814815
Wessels,2,INTS1+RCOR1,WitnessCell_v14,0.5925925925925926
Wessels,2,KDM1A+RCOR1,WitnessCell_v14,0.8888888888888888
Wessels,2,MED13L+MED14,WitnessCell_v14,0.4444444444444444
Wessels,2,MED13L+MED19,WitnessCell_v14,0.2962962962962963
Wessels,2,MED13L+MED24,WitnessCell_v14,0.7592592592592593
Wessels,2,MED14+MED22,WitnessCell_v14,0.35185185185185186
Wessels,2,MED16+MED19,WitnessCell_v14,0.42592592592592593
Wessels,2,MED16+MED24,WitnessCell_v14,0.9259259259259259
Wessels,2,MED19+MED22,WitnessCell_v14,0.3333333333333333
Wessels,2,MED22+MED24,WitnessCell_v14,0.9814814814814815
Wessels,2,MED24+RCOR1,WitnessCell_v14,0.9444444444444444
Wessels,2,RCOR1+RING1,WitnessCell_v14,0.9259259259259259
Wessels,2,RCOR1+SMARCD1,WitnessCell_v14,0.9629629629629629
Wessels,2,SUPT5H+SUPT6H,WitnessCell_v14,0.9814814814814815
Wessels,2,DOT1L+GSE1,WitnessCell_v14,0.9814814814814815
Wessels,2,DOT1L+KDM1A,WitnessCell_v14,0.9444444444444444
Wessels,2,EP300+HDAC3,WitnessCell_v14,1.0
Wessels,2,EP300+RING1,WitnessCell_v14,1.0
Wessels,2,EP300+SSRP1,WitnessCell_v14,0.9814814814814815
Wessels,2,FLI1+SMARCD1,WitnessCell_v14,1.0
Wessels,2,GATA2+GSE1,WitnessCell_v14,1.0
Wessels,2,GATA2+KDM1A,WitnessCell_v14,1.0
Wessels,2,GATA2+MED24,WitnessCell_v14,1.0
Wessels,2,GATA2+RING1,WitnessCell_v14,1.0
Wessels,2,GATA2+SMARCD1,WitnessCell_v14,1.0
Wessels,2,GFI1+GSE1,WitnessCell_v14,0.8703703703703703
Wessels,2,GFI1+HDAC3,WitnessCell_v14,0.9814814814814815
Wessels,2,GFI1+RING1,WitnessCell_v14,1.0
Wessels,2,GSE1+HDAC3,WitnessCell_v14,1.0
Wessels,2,GSE1+KDM1A,WitnessCell_v14,0.9629629629629629
Wessels,2,INTS1+RING1,WitnessCell_v14,0.7407407407407407
Wessels,2,INTS1+SSRP1,WitnessCell_v14,0.8888888888888888
Wessels,2,MED24+RING1,WitnessCell_v14,0.9629629629629629
Wessels,2,MED24+SSRP1,WitnessCell_v14,0.9259259259259259
Wessels,2,RCOR1,WitnessCell_v14,0.6481481481481481
Wessels,2,IKZF1+RCOR1,WitnessCell_v14,0.4074074074074074
Wessels,2,MED13L+MED16,WitnessCell_v14,0.8703703703703703
Wessels,2,MED13L+MED22,WitnessCell_v14,0.6296296296296297
Wessels,2,MED16+MED22,WitnessCell_v14,0.37037037037037035
Wessels,2,DOT1L+IKZF1,WitnessCell_v13,0.9259259259259259
Wessels,2,DOT1L+RCOR1,WitnessCell_v13,0.9814814814814815
Wessels,2,EP300+IKZF1,WitnessCell_v13,0.9259259259259259
Wessels,2,EP300+RCOR1,WitnessCell_v13,0.9629629629629629
Wessels,2,FLI1+IKZF1,WitnessCell_v13,0.9629629629629629
Wessels,2,FLI1+RCOR1,WitnessCell_v13,1.0
Wessels,2,GATA2+IKZF1,WitnessCell_v13,0.9814814814814815
Wessels,2,GATA2+RCOR1,WitnessCell_v13,1.0
Wessels,2,GFI1+RCOR1,WitnessCell_v13,0.9074074074074074
Wessels,2,GSE1+IKZF1,WitnessCell_v13,0.8888888888888888
Wessels,2,GSE1+RCOR1,WitnessCell_v13,0.9629629629629629
Wessels,2,HDAC3+IKZF1,WitnessCell_v13,0.8148148148148148
Wessels,2,IKZF1+INTS1,WitnessCell_v13,0.5740740740740741
Wessels,2,IKZF1+KDM1A,WitnessCell_v13,0.9629629629629629
Wessels,2,IKZF1+MED24,WitnessCell_v13,0.8888888888888888
Wessels,2,IKZF1+SMARCD1,WitnessCell_v13,0.9814814814814815
Wessels,2,INTS1+RCOR1,WitnessCell_v13,0.5925925925925926
Wessels,2,KDM1A+RCOR1,WitnessCell_v13,0.8888888888888888
Wessels,2,MED13L+MED14,WitnessCell_v13,0.4444444444444444
Wessels,2,MED13L+MED19,WitnessCell_v13,0.2962962962962963
Wessels,2,MED13L+MED24,WitnessCell_v13,0.7592592592592593
Wessels,2,MED14+MED22,WitnessCell_v13,0.35185185185185186
Wessels,2,MED16+MED19,WitnessCell_v13,0.42592592592592593
Wessels,2,MED16+MED24,WitnessCell_v13,0.9259259259259259
Wessels,2,MED19+MED22,WitnessCell_v13,0.3333333333333333
Wessels,2,MED22+MED24,WitnessCell_v13,0.9814814814814815
Wessels,2,MED24+RCOR1,WitnessCell_v13,0.9444444444444444
Wessels,2,RCOR1+RING1,WitnessCell_v13,0.9259259259259259
Wessels,2,RCOR1+SMARCD1,WitnessCell_v13,0.9629629629629629
Wessels,2,SUPT5H+SUPT6H,WitnessCell_v13,0.9814814814814815
Wessels,2,DOT1L+GSE1,WitnessCell_v13,0.9814814814814815
Wessels,2,DOT1L+KDM1A,WitnessCell_v13,0.9444444444444444
Wessels,2,EP300+HDAC3,WitnessCell_v13,1.0
Wessels,2,EP300+RING1,WitnessCell_v13,1.0
Wessels,2,EP300+SSRP1,WitnessCell_v13,0.9814814814814815
Wessels,2,FLI1+SMARCD1,WitnessCell_v13,1.0
Wessels,2,GATA2+GSE1,WitnessCell_v13,1.0
Wessels,2,GATA2+KDM1A,WitnessCell_v13,1.0
Wessels,2,GATA2+MED24,WitnessCell_v13,1.0
Wessels,2,GATA2+RING1,WitnessCell_v13,1.0
Wessels,2,GATA2+SMARCD1,WitnessCell_v13,1.0
Wessels,2,GFI1+GSE1,WitnessCell_v13,0.8703703703703703
Wessels,2,GFI1+HDAC3,WitnessCell_v13,0.9814814814814815
Wessels,2,GFI1+RING1,WitnessCell_v13,1.0
Wessels,2,GSE1+HDAC3,WitnessCell_v13,1.0
Wessels,2,GSE1+KDM1A,WitnessCell_v13,0.9629629629629629
Wessels,2,INTS1+RING1,WitnessCell_v13,0.7407407407407407
Wessels,2,INTS1+SSRP1,WitnessCell_v13,0.8888888888888888
Wessels,2,MED24+RING1,WitnessCell_v13,0.9629629629629629
Wessels,2,MED24+SSRP1,WitnessCell_v13,0.9259259259259259
Wessels,2,RCOR1,WitnessCell_v13,0.6481481481481481
Wessels,2,IKZF1+RCOR1,WitnessCell_v13,0.4074074074074074
Wessels,2,MED13L+MED16,WitnessCell_v13,0.8703703703703703
Wessels,2,MED13L+MED22,WitnessCell_v13,0.6296296296296297
Wessels,2,MED16+MED22,WitnessCell_v13,0.37037037037037035
Wessels,2,DOT1L+IKZF1,trainMean,0.9259259259259259
Wessels,2,DOT1L+RCOR1,trainMean,0.9814814814814815
Wessels,2,EP300+IKZF1,trainMean,0.6851851851851852
Wessels,2,EP300+RCOR1,trainMean,0.9814814814814815
Wessels,2,FLI1+IKZF1,trainMean,0.9629629629629629
Wessels,2,FLI1+RCOR1,trainMean,1.0
Wessels,2,GATA2+IKZF1,trainMean,0.7962962962962963
Wessels,2,GATA2+RCOR1,trainMean,0.9814814814814815
Wessels,2,GFI1+RCOR1,trainMean,0.8703703703703703
Wessels,2,GSE1+IKZF1,trainMean,0.8333333333333334
Wessels,2,GSE1+RCOR1,trainMean,0.9444444444444444
Wessels,2,HDAC3+IKZF1,trainMean,0.7222222222222222
Wessels,2,IKZF1+INTS1,trainMean,0.3333333333333333
Wessels,2,IKZF1+KDM1A,trainMean,0.46296296296296297
Wessels,2,IKZF1+MED24,trainMean,0.9074074074074074
Wessels,2,IKZF1+SMARCD1,trainMean,0.9814814814814815
Wessels,2,INTS1+RCOR1,trainMean,0.3148148148148148
Wessels,2,KDM1A+RCOR1,trainMean,0.09259259259259259
Wessels,2,MED13L+MED14,trainMean,0.2222222222222222
Wessels,2,MED13L+MED19,trainMean,0.18518518518518517
Wessels,2,MED13L+MED24,trainMean,0.7962962962962963
Wessels,2,MED14+MED22,trainMean,0.05555555555555555
Wessels,2,MED16+MED19,trainMean,0.24074074074074073
Wessels,2,MED16+MED24,trainMean,0.7777777777777778
Wessels,2,MED19+MED22,trainMean,0.2777777777777778
Wessels,2,MED22+MED24,trainMean,0.9629629629629629
Wessels,2,MED24+RCOR1,trainMean,0.9259259259259259
Wessels,2,RCOR1+RING1,trainMean,0.8148148148148148
Wessels,2,RCOR1+SMARCD1,trainMean,0.9444444444444444
Wessels,2,SUPT5H+SUPT6H,trainMean,1.0
Wessels,2,DOT1L+GSE1,trainMean,0.9629629629629629
Wessels,2,DOT1L+KDM1A,trainMean,0.07407407407407407
Wessels,2,EP300+HDAC3,trainMean,0.9814814814814815
Wessels,2,EP300+RING1,trainMean,1.0
Wessels,2,EP300+SSRP1,trainMean,0.9629629629629629
Wessels,2,FLI1+SMARCD1,trainMean,1.0
Wessels,2,GATA2+GSE1,trainMean,1.0
Wessels,2,GATA2+KDM1A,trainMean,0.6851851851851852
Wessels,2,GATA2+MED24,trainMean,1.0
Wessels,2,GATA2+RING1,trainMean,1.0
Wessels,2,GATA2+SMARCD1,trainMean,1.0
Wessels,2,GFI1+GSE1,trainMean,1.0
Wessels,2,GFI1+HDAC3,trainMean,1.0
Wessels,2,GFI1+RING1,trainMean,1.0
Wessels,2,GSE1+HDAC3,trainMean,1.0
Wessels,2,GSE1+KDM1A,trainMean,0.9259259259259259
Wessels,2,INTS1+RING1,trainMean,0.8703703703703703
Wessels,2,INTS1+SSRP1,trainMean,0.6111111111111112
Wessels,2,MED24+RING1,trainMean,0.9814814814814815
Wessels,2,MED24+SSRP1,trainMean,0.9444444444444444
Wessels,2,RCOR1,trainMean,0.6851851851851852
Wessels,2,IKZF1+RCOR1,trainMean,0.2037037037037037
Wessels,2,MED13L+MED16,trainMean,0.9259259259259259
Wessels,2,MED13L+MED22,trainMean,0.7037037037037037
Wessels,2,MED16+MED22,trainMean,0.4444444444444444
Wessels,2,DOT1L+IKZF1,baseControl,0.7962962962962963
Wessels,2,DOT1L+RCOR1,baseControl,0.9259259259259259
Wessels,2,EP300+IKZF1,baseControl,0.5925925925925926
Wessels,2,EP300+RCOR1,baseControl,0.2962962962962963
Wessels,2,FLI1+IKZF1,baseControl,0.2777777777777778
Wessels,2,FLI1+RCOR1,baseControl,0.6111111111111112
Wessels,2,GATA2+IKZF1,baseControl,0.8888888888888888
Wessels,2,GATA2+RCOR1,baseControl,0.9074074074074074
Wessels,2,GFI1+RCOR1,baseControl,0.48148148148148145
Wessels,2,GSE1+IKZF1,baseControl,0.6296296296296297
Wessels,2,GSE1+RCOR1,baseControl,0.6666666666666666
Wessels,2,HDAC3+IKZF1,baseControl,0.6851851851851852
Wessels,2,IKZF1+INTS1,baseControl,0.9629629629629629
Wessels,2,IKZF1+KDM1A,baseControl,0.3148148148148148
Wessels,2,IKZF1+MED24,baseControl,0.3888888888888889
Wessels,2,IKZF1+SMARCD1,baseControl,0.7037037037037037
Wessels,2,INTS1+RCOR1,baseControl,1.0
Wessels,2,KDM1A+RCOR1,baseControl,0.037037037037037035
Wessels,2,MED13L+MED14,baseControl,0.1111111111111111
Wessels,2,MED13L+MED19,baseControl,0.09259259259259259
Wessels,2,MED13L+MED24,baseControl,0.16666666666666666
Wessels,2,MED14+MED22,baseControl,0.018518518518518517
Wessels,2,MED16+MED19,baseControl,0.18518518518518517
Wessels,2,MED16+MED24,baseControl,0.5370370370370371
Wessels,2,MED19+MED22,baseControl,0.07407407407407407
Wessels,2,MED22+MED24,baseControl,0.24074074074074073
Wessels,2,MED24+RCOR1,baseControl,0.3333333333333333
Wessels,2,RCOR1+RING1,baseControl,0.8333333333333334
Wessels,2,RCOR1+SMARCD1,baseControl,0.7407407407407407
Wessels,2,SUPT5H+SUPT6H,baseControl,0.7222222222222222
Wessels,2,DOT1L+GSE1,baseControl,0.5740740740740741
Wessels,2,DOT1L+KDM1A,baseControl,0.0
Wessels,2,EP300+HDAC3,baseControl,0.8703703703703703
Wessels,2,EP300+RING1,baseControl,0.4444444444444444
Wessels,2,EP300+SSRP1,baseControl,0.5
Wessels,2,FLI1+SMARCD1,baseControl,0.46296296296296297
Wessels,2,GATA2+GSE1,baseControl,0.6481481481481481
Wessels,2,GATA2+KDM1A,baseControl,0.35185185185185186
Wessels,2,GATA2+MED24,baseControl,0.37037037037037035
Wessels,2,GATA2+RING1,baseControl,0.9814814814814815
Wessels,2,GATA2+SMARCD1,baseControl,0.8148148148148148
Wessels,2,GFI1+GSE1,baseControl,0.14814814814814814
Wessels,2,GFI1+HDAC3,baseControl,0.05555555555555555
Wessels,2,GFI1+RING1,baseControl,0.5185185185185185
Wessels,2,GSE1+HDAC3,baseControl,0.4074074074074074
Wessels,2,GSE1+KDM1A,baseControl,0.2037037037037037
Wessels,2,INTS1+RING1,baseControl,0.8518518518518519
Wessels,2,INTS1+SSRP1,baseControl,0.9444444444444444
Wessels,2,MED24+RING1,baseControl,0.12962962962962962
Wessels,2,MED24+SSRP1,baseControl,0.2222222222222222
Wessels,2,RCOR1,baseControl,0.7592592592592593
Wessels,2,IKZF1+RCOR1,baseControl,0.7777777777777778
Wessels,2,MED13L+MED16,baseControl,0.5555555555555556
Wessels,2,MED13L+MED22,baseControl,0.42592592592592593
Wessels,2,MED16+MED22,baseControl,0.25925925925925924
Wessels,3,DOT1L+FLI1,WitnessCell_v14,0.6818181818181818
Wessels,3,DOT1L+IKZF1,WitnessCell_v14,0.9545454545454546
Wessels,3,DOT1L+KDM1A,WitnessCell_v14,0.09090909090909091
Wessels,3,DOT1L+RING1,WitnessCell_v14,1.0
Wessels,3,EP300+FLI1,WitnessCell_v14,0.9696969696969697
Wessels,3,EP300+IKZF1,WitnessCell_v14,0.9242424242424242
Wessels,3,EP300+KDM1A,WitnessCell_v14,0.9393939393939394
Wessels,3,EP300+RING1,WitnessCell_v14,0.9848484848484849
Wessels,3,FLI1+GATA2,WitnessCell_v14,0.7272727272727273
Wessels,3,FLI1+GFI1,WitnessCell_v14,0.12121212121212122
Wessels,3,FLI1+GSE1,WitnessCell_v14,0.18181818181818182
Wessels,3,FLI1+HDAC3,WitnessCell_v14,0.6060606060606061
Wessels,3,FLI1+INTS1,WitnessCell_v14,0.7121212121212122
Wessels,3,FLI1+MED24,WitnessCell_v14,0.9090909090909091
Wessels,3,FLI1+RCOR1,WitnessCell_v14,0.9393939393939394
Wessels,3,FLI1+SMARCD1,WitnessCell_v14,0.803030303030303
Wessels,3,FLI1+SSRP1,WitnessCell_v14,0.5151515151515151
Wessels,3,GATA2+IKZF1,WitnessCell_v14,0.9848484848484849
Wessels,3,GATA2+KDM1A,WitnessCell_v14,0.3181818181818182
Wessels,3,GATA2+RING1,WitnessCell_v14,0.8939393939393939
Wessels,3,GFI1+KDM1A,WitnessCell_v14,0.015151515151515152
Wessels,3,GFI1+RING1,WitnessCell_v14,0.45454545454545453
Wessels,3,GSE1+IKZF1,WitnessCell_v14,0.8484848484848485
Wessels,3,GSE1+KDM1A,WitnessCell_v14,0.8636363636363636
Wessels,3,GSE1+RING1,WitnessCell_v14,0.9545454545454546
Wessels,3,HDAC3+IKZF1,WitnessCell_v14,0.7575757575757576
Wessels,3,HDAC3+KDM1A,WitnessCell_v14,0.13636363636363635
Wessels,3,HDAC3+RING1,WitnessCell_v14,0.9848484848484849
Wessels,3,IKZF1+INTS1,WitnessCell_v14,1.0
Wessels,3,IKZF1+MED24,WitnessCell_v14,0.9242424242424242
Wessels,3,IKZF1+RCOR1,WitnessCell_v14,0.6363636363636364
Wessels,3,IKZF1+SMARCD1,WitnessCell_v14,0.9848484848484849
Wessels,3,INTS1+KDM1A,WitnessCell_v14,0.30303030303030304
Wessels,3,INTS1+RING1,WitnessCell_v14,0.9393939393939394
Wessels,3,KDM1A+MED24,WitnessCell_v14,0.8939393939393939
Wessels,3,KDM1A+RCOR1,WitnessCell_v14,0.10606060606060606
Wessels,3,KDM1A+SMARCD1,WitnessCell_v14,0.5303030303030303
Wessels,3,MED24+RING1,WitnessCell_v14,0.9848484848484849
Wessels,3,RCOR1+RING1,WitnessCell_v14,0.8484848484848485
Wessels,3,RING1+SMARCD1,WitnessCell_v14,0.9696969696969697
Wessels,3,SUPT5H+SUPT6H,WitnessCell_v14,0.9848484848484849
Wessels,3,SUPT16H+SUPT5H,WitnessCell_v14,0.8939393939393939
Wessels,3,DOT1L+EP300,WitnessCell_v14,1.0
Wessels,3,DOT1L+GSE1,WitnessCell_v14,0.9848484848484849
Wessels,3,DOT1L+SMARCD1,WitnessCell_v14,1.0
Wessels,3,EP300+GFI1,WitnessCell_v14,0.9545454545454546
Wessels,3,GATA2+GFI1,WitnessCell_v14,0.16666666666666666
Wessels,3,GATA2+GSE1,WitnessCell_v14,1.0
Wessels,3,GATA2+HDAC3,WitnessCell_v14,1.0
Wessels,3,GATA2+RCOR1,WitnessCell_v14,1.0
Wessels,3,GFI1+INTS1,WitnessCell_v14,0.5606060606060606
Wessels,3,GFI1+SMARCD1,WitnessCell_v14,0.7575757575757576
Wessels,3,HDAC3+INTS1,WitnessCell_v14,1.0
Wessels,3,INTS1+MED24,WitnessCell_v14,1.0
Wessels,3,INTS1+RCOR1,WitnessCell_v14,1.0
Wessels,3,INTS1+SMARCD1,WitnessCell_v14,1.0
Wessels,3,MED16+MED24,WitnessCell_v14,0.9393939393939394
Wessels,3,MED19+MED24,WitnessCell_v14,0.9545454545454546
Wessels,3,MED24+RCOR1,WitnessCell_v14,0.9848484848484849
Wessels,3,ATXN7L3,WitnessCell_v14,0.16666666666666666
Wessels,3,FLI1,WitnessCell_v14,0.6515151515151515
Wessels,3,RING1,WitnessCell_v14,0.48484848484848486
Wessels,3,FLI1+IKZF1,WitnessCell_v14,0.4090909090909091
Wessels,3,FLI1+KDM1A,WitnessCell_v14,0.3181818181818182
Wessels,3,FLI1+RING1,WitnessCell_v14,0.6212121212121212
Wessels,3,IKZF1+KDM1A,WitnessCell_v14,0.24242424242424243
Wessels,3,KDM1A+RING1,WitnessCell_v14,0.2727272727272727
Wessels,3,DOT1L+FLI1,WitnessCell_v13,0.6818181818181818
Wessels,3,DOT1L+IKZF1,WitnessCell_v13,0.9545454545454546
Wessels,3,DOT1L+KDM1A,WitnessCell_v13,0.09090909090909091
Wessels,3,DOT1L+RING1,WitnessCell_v13,1.0
Wessels,3,EP300+FLI1,WitnessCell_v13,0.9696969696969697
Wessels,3,EP300+IKZF1,WitnessCell_v13,0.9242424242424242
Wessels,3,EP300+KDM1A,WitnessCell_v13,0.9393939393939394
Wessels,3,EP300+RING1,WitnessCell_v13,0.9848484848484849
Wessels,3,FLI1+GATA2,WitnessCell_v13,0.7272727272727273
Wessels,3,FLI1+GFI1,WitnessCell_v13,0.12121212121212122
Wessels,3,FLI1+GSE1,WitnessCell_v13,0.18181818181818182
Wessels,3,FLI1+HDAC3,WitnessCell_v13,0.6060606060606061
Wessels,3,FLI1+INTS1,WitnessCell_v13,0.7121212121212122
Wessels,3,FLI1+MED24,WitnessCell_v13,0.9090909090909091
Wessels,3,FLI1+RCOR1,WitnessCell_v13,0.9393939393939394
Wessels,3,FLI1+SMARCD1,WitnessCell_v13,0.803030303030303
Wessels,3,FLI1+SSRP1,WitnessCell_v13,0.5151515151515151
Wessels,3,GATA2+IKZF1,WitnessCell_v13,0.9848484848484849
Wessels,3,GATA2+KDM1A,WitnessCell_v13,0.3181818181818182
Wessels,3,GATA2+RING1,WitnessCell_v13,0.8939393939393939
Wessels,3,GFI1+KDM1A,WitnessCell_v13,0.015151515151515152
Wessels,3,GFI1+RING1,WitnessCell_v13,0.45454545454545453
Wessels,3,GSE1+IKZF1,WitnessCell_v13,0.8484848484848485
Wessels,3,GSE1+KDM1A,WitnessCell_v13,0.8636363636363636
Wessels,3,GSE1+RING1,WitnessCell_v13,0.9545454545454546
Wessels,3,HDAC3+IKZF1,WitnessCell_v13,0.7575757575757576
Wessels,3,HDAC3+KDM1A,WitnessCell_v13,0.13636363636363635
Wessels,3,HDAC3+RING1,WitnessCell_v13,0.9848484848484849
Wessels,3,IKZF1+INTS1,WitnessCell_v13,1.0
Wessels,3,IKZF1+MED24,WitnessCell_v13,0.9242424242424242
Wessels,3,IKZF1+RCOR1,WitnessCell_v13,0.6363636363636364
Wessels,3,IKZF1+SMARCD1,WitnessCell_v13,0.9848484848484849
Wessels,3,INTS1+KDM1A,WitnessCell_v13,0.30303030303030304
Wessels,3,INTS1+RING1,WitnessCell_v13,0.9393939393939394
Wessels,3,KDM1A+MED24,WitnessCell_v13,0.8939393939393939
Wessels,3,KDM1A+RCOR1,WitnessCell_v13,0.10606060606060606
Wessels,3,KDM1A+SMARCD1,WitnessCell_v13,0.5303030303030303
Wessels,3,MED24+RING1,WitnessCell_v13,0.9848484848484849
Wessels,3,RCOR1+RING1,WitnessCell_v13,0.8484848484848485
Wessels,3,RING1+SMARCD1,WitnessCell_v13,0.9696969696969697
Wessels,3,SUPT5H+SUPT6H,WitnessCell_v13,0.9848484848484849
Wessels,3,SUPT16H+SUPT5H,WitnessCell_v13,0.8939393939393939
Wessels,3,DOT1L+EP300,WitnessCell_v13,1.0
Wessels,3,DOT1L+GSE1,WitnessCell_v13,0.9848484848484849
Wessels,3,DOT1L+SMARCD1,WitnessCell_v13,1.0
Wessels,3,EP300+GFI1,WitnessCell_v13,0.9545454545454546
Wessels,3,GATA2+GFI1,WitnessCell_v13,0.16666666666666666
Wessels,3,GATA2+GSE1,WitnessCell_v13,1.0
Wessels,3,GATA2+HDAC3,WitnessCell_v13,1.0
Wessels,3,GATA2+RCOR1,WitnessCell_v13,1.0
Wessels,3,GFI1+INTS1,WitnessCell_v13,0.5606060606060606
Wessels,3,GFI1+SMARCD1,WitnessCell_v13,0.7575757575757576
Wessels,3,HDAC3+INTS1,WitnessCell_v13,1.0
Wessels,3,INTS1+MED24,WitnessCell_v13,1.0
Wessels,3,INTS1+RCOR1,WitnessCell_v13,1.0
Wessels,3,INTS1+SMARCD1,WitnessCell_v13,1.0
Wessels,3,MED16+MED24,WitnessCell_v13,0.9393939393939394
Wessels,3,MED19+MED24,WitnessCell_v13,0.9545454545454546
Wessels,3,MED24+RCOR1,WitnessCell_v13,0.9848484848484849
Wessels,3,ATXN7L3,WitnessCell_v13,0.16666666666666666
Wessels,3,FLI1,WitnessCell_v13,0.6515151515151515
Wessels,3,RING1,WitnessCell_v13,0.48484848484848486
Wessels,3,FLI1+IKZF1,WitnessCell_v13,0.4090909090909091
Wessels,3,FLI1+KDM1A,WitnessCell_v13,0.3181818181818182
Wessels,3,FLI1+RING1,WitnessCell_v13,0.6212121212121212
Wessels,3,IKZF1+KDM1A,WitnessCell_v13,0.24242424242424243
Wessels,3,KDM1A+RING1,WitnessCell_v13,0.2727272727272727
Wessels,3,DOT1L+FLI1,trainMean,0.7424242424242424
Wessels,3,DOT1L+IKZF1,trainMean,0.9393939393939394
Wessels,3,DOT1L+KDM1A,trainMean,0.09090909090909091
Wessels,3,DOT1L+RING1,trainMean,0.9848484848484849
Wessels,3,EP300+FLI1,trainMean,0.9696969696969697
Wessels,3,EP300+IKZF1,trainMean,0.8181818181818182
Wessels,3,EP300+KDM1A,trainMean,0.9393939393939394
Wessels,3,EP300+RING1,trainMean,1.0
Wessels,3,FLI1+GATA2,trainMean,0.7424242424242424
Wessels,3,FLI1+GFI1,trainMean,0.12121212121212122
Wessels,3,FLI1+GSE1,trainMean,0.3333333333333333
Wessels,3,FLI1+HDAC3,trainMean,0.6666666666666666
Wessels,3,FLI1+INTS1,trainMean,0.7121212121212122
Wessels,3,FLI1+MED24,trainMean,0.9090909090909091
Wessels,3,FLI1+RCOR1,trainMean,0.9393939393939394
Wessels,3,FLI1+SMARCD1,trainMean,0.8939393939393939
Wessels,3,FLI1+SSRP1,trainMean,0.5151515151515151
Wessels,3,GATA2+IKZF1,trainMean,0.8787878787878788
Wessels,3,GATA2+KDM1A,trainMean,0.3787878787878788
Wessels,3,GATA2+RING1,trainMean,0.5757575757575758
Wessels,3,GFI1+KDM1A,trainMean,0.015151515151515152
Wessels,3,GFI1+RING1,trainMean,0.45454545454545453
Wessels,3,GSE1+IKZF1,trainMean,0.8333333333333334
Wessels,3,GSE1+KDM1A,trainMean,0.9090909090909091
Wessels,3,GSE1+RING1,trainMean,0.9545454545454546
Wessels,3,HDAC3+IKZF1,trainMean,0.7575757575757576
Wessels,3,HDAC3+KDM1A,trainMean,0.10606060606060606
Wessels,3,HDAC3+RING1,trainMean,0.9848484848484849
Wessels,3,IKZF1+INTS1,trainMean,1.0
Wessels,3,IKZF1+MED24,trainMean,0.9393939393939394
Wessels,3,IKZF1+RCOR1,trainMean,0.6212121212121212
Wessels,3,IKZF1+SMARCD1,trainMean,0.9848484848484849
Wessels,3,INTS1+KDM1A,trainMean,0.4090909090909091
Wessels,3,INTS1+RING1,trainMean,0.9545454545454546
Wessels,3,KDM1A+MED24,trainMean,0.9242424242424242
Wessels,3,KDM1A+RCOR1,trainMean,0.10606060606060606
Wessels,3,KDM1A+SMARCD1,trainMean,0.6363636363636364
Wessels,3,MED24+RING1,trainMean,1.0
Wessels,3,RCOR1+RING1,trainMean,0.8333333333333334
Wessels,3,RING1+SMARCD1,trainMean,0.9545454545454546
Wessels,3,SUPT5H+SUPT6H,trainMean,0.9848484848484849
Wessels,3,SUPT16H+SUPT5H,trainMean,0.8939393939393939
Wessels,3,DOT1L+EP300,trainMean,1.0
Wessels,3,DOT1L+GSE1,trainMean,0.9848484848484849
Wessels,3,DOT1L+SMARCD1,trainMean,1.0
Wessels,3,EP300+GFI1,trainMean,0.9545454545454546
Wessels,3,GATA2+GFI1,trainMean,0.16666666666666666
Wessels,3,GATA2+GSE1,trainMean,1.0
Wessels,3,GATA2+HDAC3,trainMean,1.0
Wessels,3,GATA2+RCOR1,trainMean,1.0
Wessels,3,GFI1+INTS1,trainMean,0.5757575757575758
Wessels,3,GFI1+SMARCD1,trainMean,0.7424242424242424
Wessels,3,HDAC3+INTS1,trainMean,1.0
Wessels,3,INTS1+MED24,trainMean,1.0
Wessels,3,INTS1+RCOR1,trainMean,1.0
Wessels,3,INTS1+SMARCD1,trainMean,1.0
Wessels,3,MED16+MED24,trainMean,0.8939393939393939
Wessels,3,MED19+MED24,trainMean,0.9696969696969697
Wessels,3,MED24+RCOR1,trainMean,0.9848484848484849
Wessels,3,ATXN7L3,trainMean,0.2878787878787879
Wessels,3,FLI1,trainMean,0.6363636363636364
Wessels,3,RING1,trainMean,0.5909090909090909
Wessels,3,FLI1+IKZF1,trainMean,0.4090909090909091
Wessels,3,FLI1+KDM1A,trainMean,0.3181818181818182
Wessels,3,FLI1+RING1,trainMean,0.6212121212121212
Wessels,3,IKZF1+KDM1A,trainMean,0.24242424242424243
Wessels,3,KDM1A+RING1,trainMean,0.2727272727272727
Wessels,3,DOT1L+FLI1,baseControl,0.48484848484848486
Wessels,3,DOT1L+IKZF1,baseControl,0.8787878787878788
Wessels,3,DOT1L+KDM1A,baseControl,0.045454545454545456
Wessels,3,DOT1L+RING1,baseControl,0.8333333333333334
Wessels,3,EP300+FLI1,baseControl,0.3484848484848485
